Station_Name,Lon,Lat,Alti,Time,TEM_Avg
﻿沙龙镇,100.6,25.45,1969,2020/01/01,9.8
﻿待补镇,103.43,26.2,2297,2020/01/01,8.9
﻿黎明,99.68,27.03,2260,2020/01/01,4.7
﻿凤凰,103.7,27.31,1891,2020/01/01,9.2
﻿下谷地,100.03,22.64,1381,2020/01/01,14.3
﻿谦迈村,100.17,22.52,1070,2020/01/01,15.2
﻿麦地冲,102.87,25.34,2250,2020/01/01,8.8
﻿小龙洞,103.81,27.33,2077,2020/01/01,9
﻿那旦村,105.79,23.63,553,2020/01/01,16.9
﻿拖枝,99.35,27.18,2399,2020/01/01,3.6
﻿滩头站,104.27,28.32,444,2020/01/01,9.8
﻿磨盘山,101.99,23.94,2494,2020/01/01,8.1
﻿禄裱艾家营村,102.23,24.94,1862,2020/01/01,9.8
﻿嘉禾,101.91,22.73,1386.4,2020/01/01,16.6
﻿三街,101.05,25,1781,2020/01/01,11.2
﻿德安,101.18,23.42,1279,2020/01/01,13.9
﻿一街,100.87,25.16,1627,2020/01/01,9.2
﻿乌龙水井村,103.09,25.98,1825,2020/01/03,13.3
﻿马街,100.85,24.89,1858,2020/01/01,12.2
﻿勐海,100.47,21.96,1222.8,2020/01/01,15
﻿东坪,103.06,27.32,1815,2020/01/01,9.3
﻿河口镇,103.37,25.64,1868,2020/01/01,11.2
﻿团结,102.43,25.15,2102,2020/01/01,9.3
﻿蝉战河,101.17,26.98,2450,2020/01/01,4
﻿六苴,101.35,25.91,1915,2020/01/01,8.7
﻿南糯山,100.6,21.95,1630,2020/01/01,15.5
﻿荣将,101.27,26.58,1152,2020/01/01,12.3
﻿勐啊,99.2,22.18,528,2020/01/01,18.5
﻿高峰,101.86,25.34,2244,2020/01/01,8.3
﻿南岛河,101,22.61,994,2020/01/01,15.3
﻿大屯,103.27,23.43,1303,2020/01/01,15
﻿富邦,99.79,22.92,1840,2020/01/01,12.2
﻿苍山西镇光明,100.03,25.67,2143,2020/01/01,8.6
﻿双龙麦冲,102.8,25.09,2015,2020/01/01,9.4
﻿剑川弥沙,99.66,26.34,2280,2020/01/01,4
﻿长水机场,102.93,25.08,2080,2020/01/01,10.5
﻿九街,102.69,24.11,1821,2020/01/01,12.8
﻿宝丰,102.72,24.94,1913,2020/01/01,12.3
﻿采花坝,100.04,23.88,1870,2020/01/01,10.8
﻿南岭,100,22.71,1400,2020/01/01,14.9
﻿勐远隧道,101.4,21.64,747,2020/01/01,17.9
﻿狗街,103.14,24.79,1532,2020/01/01,13.9
﻿马鹿沟站,103.5,27.13,2036,2020/01/01,9.4
﻿垤玛,101.98,23.28,1490,2020/01/01,15.4
﻿八嘎,104.5,23.45,1191,2020/01/01,15.3
﻿片马 ,98.63,26.01,1786,2020/01/01,7.3
﻿地震救援应急15,102.7,25.26,1892,2020/01/01,11.7
﻿倚象,101.05,22.75,1497,2020/01/01,13.6
﻿新店,103.73,24.03,1872,2020/01/01,12.1
﻿烟厂信用社,102.72,25.11,1920,2020/01/01,12
﻿璋珍,100.3,23.86,1830,2020/01/01,13.3
﻿大街小白坡,102.76,24.23,1920,2020/01/01,11
﻿浪坝,99.58,23.7,1392,2020/01/01,13
﻿小龙潭,103.16,23.78,1200,2020/01/01,16.7
﻿元江农场,102.03,23.55,542,2020/01/01,19.9
﻿毡帽山,101.02,22.82,1924,2020/01/01,13.2
﻿雨林谷大桥,101.2,21.92,608,2020/01/01,18.3
﻿华溪,102.87,24.03,1203,2020/01/01,15.1
﻿苏甲,103.48,27.49,2089,2020/01/01,5.9
﻿坡头村,101.17,24.2,1150,2020/01/01,12.7
﻿勐养曼戈龙,100.95,22.08,937,2020/01/01,17.7
﻿马吉 ,98.83,27.4,1390,2020/01/01,8.6
﻿白得邑,102.75,24.99,1894,2020/01/01,12.8
﻿大营村,103.08,25.36,1937,2020/01/01,11.1
﻿打磨箐村,102.96,25.45,2458,2020/01/01,8
﻿花石头,103.73,26.91,2485,2020/01/01,8.3
﻿姚关,99.24,24.59,1845,2020/01/01,9
﻿轿子山大黑箐,102.85,26.08,3790,2020/01/01,-2.5
﻿盈江,97.95,24.7,826.7,2020/01/01,14.6
﻿福海,102.68,25.01,1910,2020/01/01,11.8
﻿油松岭,98.15,24.71,2117.1,2020/01/01,8.9
﻿温竹村,100.5,24.69,1754,2020/01/01,12.3
﻿白汉,102.96,25.17,2060,2020/01/01,10.4
﻿船房,101.32,26.83,1283,2020/01/01,10.3
﻿市政中心4号楼,102.83,24.88,1917,2020/01/01,12
﻿丰宁,102.68,25.06,1880,2020/01/01,12.7
﻿捧当 ,98.67,27.89,1594,2020/01/01,7.8
﻿林口,105.02,27.51,1793,2020/01/01,4.2
﻿前场,101.37,25.52,2160,2020/01/01,8.8
﻿洛恩,102.31,23.17,1666,2020/01/01,14.8
﻿团田,98.65,24.69,1335,2020/01/01,12.1
﻿牛额,104.68,25.17,1588,2020/01/05,11.8
﻿干河,104.43,23.7,1449,2020/01/01,13.8
﻿腰站村,103.17,25.29,1919,2020/01/01,10.8
﻿挖色,100.28,25.83,2210,2020/01/01,7.6
﻿东村,102.67,25.52,1640,2020/01/01,11.4
﻿石马哨,102.57,24.77,1990,2020/01/07,11
﻿石头,99.85,26.8,1983,2020/01/01,6.4
﻿五山,103.21,24.17,1751,2020/01/01,13.4
﻿马路乡,103.65,26.92,2118,2020/01/01,8.8
﻿法凹,104.41,25.86,2066.2,2020/01/01,10.4
﻿冷泉,103.38,23.2,1642,2020/01/01,13.1
﻿宁利,100.76,27.25,2398,2020/01/01,4.3
﻿矣文,102.66,24.25,1890,2020/01/01,12.7
﻿洞上,104.16,25.73,2023.3,2020/01/01,10.3
﻿太和街道,102.72,25.03,1944,2020/01/01,12.8
﻿子午,101.59,24.87,1805,2020/01/01,9.9
﻿赵家店,101.49,25.82,1768,2020/01/01,12.3
﻿临翔区遮奈,100.8,23.97,1332,2020/01/01,12.4
﻿南诏镇,100.34,25.18,2184,2020/01/01,9.4
﻿头道水,100.1,24.32,1619,2020/01/01,12
﻿召夸,103.69,24.86,2047,2020/01/01,11.1
﻿勐醒一区6队,101.37,21.64,647,2020/01/01,17.1
﻿大坡村,103.07,25.34,2059,2020/01/01,10.7
﻿西一,103.27,24.47,2027,2020/01/01,11.4
﻿南涧公郎,100.3,24.86,1508,2020/01/01,11
﻿妥排,102.45,25.13,2242,2020/01/01,10.7
﻿纳章,103.58,25.27,1967,2020/01/01,9.5
﻿雄关,102.81,24.25,1876,2020/01/01,11.7
﻿柿子,104.17,27.97,614,2020/01/01,8.5
﻿姐告1,97.89,23.99,779,2020/01/01,15.3
﻿凉山,101.96,25.7,2090,2020/01/01,11.4
﻿永平龙街,99.78,25.34,1823.8,2020/01/01,8.9
﻿茂麓村,102.84,26.31,1002,2020/01/01,18.9
﻿五顶山,100.8,24.97,2146,2020/01/01,9.5
﻿元江交通站,101.95,23.63,510,2020/01/01,20.4
﻿地震救援应急7,102.7,25.13,1892,2020/01/01,10.8
﻿辛街,99.18,25.99,1729,2020/01/01,10.3
﻿炎方,104.06,25.91,2106.9,2020/01/01,10.2
﻿舍得,103.85,24.25,2280,2020/01/01,9.7
﻿龙城,102.8,24.89,1910,2020/01/01,12.3
﻿三猛,102.4,22.89,1431,2020/01/01,15.9
﻿昌宁,99.62,24.8,1666.9,2020/01/01,9
﻿皎平渡,102.45,26.13,2230,2020/01/01,6.8
﻿排营烟站,100.38,25.74,1850,2020/01/01,11.6
﻿古城,103.3,26.42,2110,2020/01/01,10.8
﻿贺六,99.89,23.54,1242,2020/01/01,13.4
﻿永兴,101.22,26.84,1618.5,2020/01/01,8.7
﻿林街,100.57,24.46,1130.2,2020/01/02,13.5
﻿勐涝村,100.68,24.63,1687,2020/01/01,12.3
﻿东山,103.64,24.27,1984,2020/01/01,11.4
﻿大文清平水库,99.94,23.39,2008,2020/01/01,9.5
﻿斗南,102.79,24.91,1900,2020/01/01,12.4
﻿中营,102.74,24.95,1892,2020/01/01,12.8
﻿石龙坝,101.36,26.59,1132,2020/01/01,12.5
﻿雪山乡,102.89,26.02,2632,2020/01/01,8.3
﻿昆明,102.65,25,1888.1,2020/01/01,11
﻿西邑,99.27,24.99,1644,2020/01/01,10.3
﻿北大营,103.43,25.6,2040,2020/01/01,10.6
﻿对方村,102.68,25.38,2402,2020/01/01,8.7
﻿勐腊,101.58,21.47,633.4,2020/01/01,18.6
﻿大梨园,100.72,26.65,2676,2020/01/01,5.9
﻿芒柳,98.85,25.13,784,2020/01/01,14.7
﻿盘河,103.89,27.57,1812,2020/01/01,4.1
﻿赤鹫,102.51,25.36,1665,2020/01/01,11.2
﻿苴力,100.45,25.27,1540,2020/01/01,11
﻿明月,103.35,25.12,1740,2020/01/01,10.4
﻿普文镇,101.06,22.51,880,2020/01/01,16.5
﻿复兴水库,102.88,25.1,2057,2020/01/01,9
﻿南涧镇,100.52,24.77,2150,2020/01/01,9.1
﻿蚂蚁堆,100.07,24.09,1116,2020/01/01,13.1
﻿安宁,102.5,24.92,1893.4,2020/01/01,11
﻿剑川沙溪,99.85,26.34,2200,2020/01/01,5.5
﻿安龙堡,101.96,24.41,1857,2020/01/01,12.3
﻿悦乐站,103.78,27.83,1193,2020/01/01,6.7
﻿云龙乡,102.42,25.85,2202,2020/01/01,7.8
﻿普雄,103.03,23.52,1925,2020/01/01,12.1
﻿罗布站,105.05,27.96,635,2020/01/01,8.8
﻿勐伴,101.64,21.73,738,2020/01/01,18.7
﻿高大,102.71,23.99,1427,2020/01/01,13.1
﻿道院村,103.29,25.55,1872,2020/01/01,10.7
﻿腻脚,103.86,24.04,2084,2020/01/01,11.3
﻿三岔河镇,99.87,24.43,1320,2020/01/01,12.1
﻿坝心乡,104.03,23.4,1890,2020/01/01,13.7
﻿蔓耗,103.35,23.02,200,2020/01/01,20.8
﻿西山村,102.96,25.36,2016,2020/01/01,10
﻿金星立交桥,102.72,25.08,1930,2020/01/01,12.7
﻿八道哨,104.08,24.1,1453,2020/01/01,15.2
﻿云龙团结,99.58,25.75,2000,2020/01/01,6.8
﻿祖莫,103.45,24.74,1946,2020/01/01,11.3
﻿大理,100.18,25.71,1977.7,2020/01/01,9.6
